Therapeutic Class,Drug Name,Dosage Form,Status
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,BD AUTOSHIELD DUO 30G X 5MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,BD PEN NEEDLE/MICRO/ULTRA-FINE/32G X 6MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,BD PEN NEEDLE/MINI/ULTRA-FINE/31G X 5MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,BD PEN NEEDLE/NANO 2ND GEN/32G X 4MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,"BD PEN NEEDLE/NANO 2ND GEN/32G X 5/32""",MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,BD PEN NEEDLE/NANO/ULTRA-FINE/32G X 4MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,BD PEN NEEDLE/ORIGINAL/ULTRA-FINE/29G X 12.7MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,BD PEN NEEDLE/SHORT/ULTRA-FINE/31G X 8MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,CAREFINE PEN NEEDLE 32GX4MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,"CAREFINE PEN NEEDLES 29GX1/2""",MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,"CAREFINE PEN NEEDLES 30GX5/16""",MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,CAREFINE PEN NEEDLES 31GX6MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,CAREFINE PEN NEEDLES 31GX8MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,CAREFINE PEN NEEDLES 32GX5MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,CAREFINE PEN NEEDLES 32GX6MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,CAREONE UNIFINE PENTIPS 29GX12MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,CAREONE UNIFINE PENTIPS 31GX5MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,CAREONE UNIFINE PENTIPS 31GX6MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,CAREONE UNIFINE PENTIPS 31GX8MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,CAREONE UNIFINE PENTIPS PEN NEEDLES 32GX4MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,CAREONE UNIFINE PENTIPS PLUS PEN NEEDLES 29GX12MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,CAREONE UNIFINE PENTIPS PLUS PEN NEEDLES 31GX5MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,CAREONE UNIFINE PENTIPS PLUS PEN NEEDLES 31GX6MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,CAREONE UNIFINE PENTIPS PLUS PEN NEEDLES 31GX8MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,CAREONE UNIFINE PENTIPS PLUS PEN NEEDLES 32GX4MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,"CAREONE UNIFINE PENTIPS PLUS PEN NEEDLES/33G X 5/32""",MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,"CARETOUCH PEN NEEDLE 29GX1/2""",MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,"CARETOUCH PEN NEEDLE 33GX5/32""",MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,CARETOUCH PEN NEEDLES 31G X 6 MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,CARETOUCH PEN NEEDLES 31GX 5MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,CARETOUCH PEN NEEDLES 31GX 8MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,CARETOUCH PEN NEEDLES 32GX 4MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,CARETOUCH PEN NEEDLES 32GX 5MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,CLEVER CHOICE COMFORT EZINSULIN PEN NEEDLES 31GX8MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,CLEVER CHOICE COMFORT EZINSULIN PEN NEEDLES 33GX4MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,CLEVER CHOICE COMFORT EZPEN NEEDLES 29GX12MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,CLEVER CHOICE COMFORT EZPEN NEEDLES 31GX5MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,CLEVER CHOICE COMFORT EZPEN NEEDLES 31GX6MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,CLEVER CHOICE COMFORT EZPEN NEEDLES 31GX8MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,CLEVER CHOICE COMFORT EZPEN NEEDLES 32GX4MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,CLEVER CHOICE COMFORT EZPEN NEEDLES 32GX5MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,CLEVER CHOICE COMFORT EZPEN NEEDLES 32GX6MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,CLEVER CHOICE COMFORT EZPEN NEEDLES 32GX8MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,CLEVER CHOICE COMFORT EZPEN NEEDLES 33GX4MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,CLEVER CHOICE COMFORT EZPEN NEEDLES 33GX5MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,CLEVER CHOICE COMFORT EZPEN NEEDLES 33GX6MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,CLEVER CHOICE COMFORT EZPEN NEEDLES 33GX8MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,"CLICKFINE PEN NEEDLE 32GX5/32""",MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,"CLICKFINE PEN NEEDLE UNIVERSAL/31GX1/4""",MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,"CLICKFINE PEN NEEDLE UNIVERSAL/31GX5/16""",MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,"CLICKFINE PEN NEEDLES 31G X 1/4""",MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,"CLICKFINE PEN NEEDLES 31G X 3/16""",MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,"CLICKFINE PEN NEEDLES 31G X 5/16""",MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,CLICKFINE PEN NEEDLES 31G X 8MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,"CLICKFINE PEN NEEDLES 32G X 5/32""",MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,"CLICKFINE UNIVERSAL PEN NEEDLES 31GX5/16""",MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,COMFORT EZ MICRO/32G X 4MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,COMFORT EZ PRO SAFETY PEN NEEDLES 30G X 8MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,COMFORT EZ PRO SAFETY PEN NEEDLES 31G X 4MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,COMFORT EZ PRO SAFETY PEN NEEDLES 31G X 5MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,COMFORT EZ SHORT/31G X 8MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,COMFORT EZ/31G X 5MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,COMFORT EZ/31G X 6MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,COMFORT TOUCH PEN NEEDLES/31G X 4MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,COMFORT TOUCH PEN NEEDLES/31G X 5MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,COMFORT TOUCH PEN NEEDLES/31G X 6 MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,COMFORT TOUCH PEN NEEDLES/31G X 8 MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,COMFORT TOUCH PEN NEEDLES/32G X 4MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,COMFORT TOUCH PEN NEEDLES/32G X 5MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,COMFORT TOUCH PEN NEEDLES/32G X 6MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,COMFORT TOUCH PEN NEEDLES/32G X 8MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,"COMFORT TOUCH PEN NEEDLES/33G X 5/32""",MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,"COMFORT TOUCH PEN NEEDLES/33GX 3/16""",MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,"COMFORT TOUCH PEN NEEDLES/33GX1/4""",MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,DIATHRIVE PEN NEEDLE/31 G X 6MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,DIATHRIVE PEN NEEDLE/31 GX 8MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,DIATHRIVE PEN NEEDLE/31GX 5MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,DIATHRIVE PEN NEEDLE/32GX 4MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,"DROPLET MICRON 34G X 9/64""",MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,"DROPLET PEN NEEDLE/MICRON/34G X 9/64""",MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,"DROPLET PEN NEEDLES 29G X1/2""",MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,DROPLET PEN NEEDLES 29GX10MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,DROPLET PEN NEEDLES 29GX12MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,"DROPLET PEN NEEDLES 30G X 5/16""",MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,"DROPLET PEN NEEDLES 31G X3/16""",MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,"DROPLET PEN NEEDLES 31G X5/16""",MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,DROPLET PEN NEEDLES 31GX5MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,DROPLET PEN NEEDLES 31GX6MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,DROPLET PEN NEEDLES 31GX8MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,"DROPLET PEN NEEDLES 32G X 1/4""",MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,"DROPLET PEN NEEDLES 32G X 3/16""",MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,"DROPLET PEN NEEDLES 32G X 5/16""",MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,"DROPLET PEN NEEDLES 32G X 5/32""",MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,DROPLET PEN NEEDLES 32GX4MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,DROPLET PEN NEEDLES 32GX5MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,DROPLET PEN NEEDLES 32GX6MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,DROPLET PEN NEEDLES 32GX8MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,DROPSAFE SAFETY PEN NEEDLE/31GX5MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,"DROPSAFE SAFETY PEN NEEDLES/31G X 5/16""",MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,"DROPSAFE SAFTEY PEN NEEDLES/31G X 1/4""",MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,DRUG MART UNIFINE PENTIPS 31GX5MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,DRUG MART UNIFINE PENTIPS 31GX8MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,DRUG MART UNIFINE PENTIPS 32GX4MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,DRUG MART UNIFINE PENTIPS PLUS 32GX4MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,DRUG MART UNIFINE PENTIPS29G X 12MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,DRUG MART UNIFINE PENTIPS31GX6MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,"EASY COMFORT PEN NEEDLES31GX1/4""",MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,"EASY COMFORT PEN NEEDLES31GX3/16""",MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,"EASY COMFORT PEN NEEDLES31GX5/16""",MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,"EASY COMFORT PEN NEEDLES32GX5/32""",MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,EASY COMFORT PEN NEEDLES33G X 4MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,EASY COMFORT PEN NEEDLES33G X 5MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,EASY COMFORT PEN NEEDLES33G X 6MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,EASY COMFORT SAFETY PEN NEEDLES 31GX5MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,EASY COMFORT SAFETY PEN NEEDLES 31GX6MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,EASY COMFORT SAFETY PEN NEEDLES 32GX4MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,"EASY GLIDE PEN NEEDLES 33G X 5/32""",MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,EASY TOUCH 32GX5MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,EASY TOUCH 32GX6MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,"EASY TOUCH PEN NEEDLE 30G X 5/16""",MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,"EASY TOUCH PEN NEEDLE/30G X 3/16""",MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,"EASY TOUCH PEN NEEDLES 29GX1/2""",MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,"EASY TOUCH PEN NEEDLES 31GX1/4""",MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,"EASY TOUCH PEN NEEDLES 31GX5/16""",MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,"EASY TOUCH PEN NEEDLES 32GX1/4""",MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,"EASY TOUCH PEN NEEDLES 32GX3/16""",MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,"EASY TOUCH PEN NEEDLES 32GX5/32""",MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,"EASY TOUCH PEN NEEDLES/31G X 3/16""",MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,EASY TOUCH SAFETY PEN NEEDLES/29G X 5MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,EASY TOUCH SAFETY PEN NEEDLES/29G X 8MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,"EASY TOUCH SAFETY PEN NEEDLES/30G X 1/4""",MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,"EASY TOUCH SAFETY PEN NEEDLES/30G X 5/16""",MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,EMBECTA AUTOSHIELD DUO 30G X 5MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,"EMBECTA PEN NEEDLE/NANO 2ND GEN/32G X 5/32""",MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,EMBECTA PEN NEEDLE/NANO/2ND GEN/32G X 4MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,EMBECTA PEN NEEDLE/NANO/32G X 4MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,EMBECTA PEN NEEDLE/ULTRA-FINE/29G X 12.7MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,EMBECTA PEN NEEDLE/ULTRA-FINE/31G X 5MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,EMBECTA PEN NEEDLE/ULTRA-FINE/31G X 8MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,EMBECTA PEN NEEDLE/ULTRA-FINE/32G X 6MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,EMBRACE PEN NEEDLES/29G X 12MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,EMBRACE PEN NEEDLES/30G X 5MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,EMBRACE PEN NEEDLES/30G X 8MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,EMBRACE PEN NEEDLES/31G X 5MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,EMBRACE PEN NEEDLES/31G X 6MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,EMBRACE PEN NEEDLES/31G X 8MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,EMBRACE PEN NEEDLES/32G X 4MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,EXCEL COMFORT POINT INSULIN PEN NEEDLES 31G X 4MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,EXEL COMFORT POINT INSULIN PEN NEEDLES 29G X 12MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,EXEL COMFORT POINT INSULIN PEN NEEDLES 31G X 6MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,EXEL COMFORT POINT INSULIN PEN NEEDLES 31G X 8MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,"FIFTY50 PEN NEEDLES 31G X3/16"" (5MM)",MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,"FIFTY50 PEN NEEDLES 31G X5/16"" (8MM)",MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,FIFTY50 PEN NEEDLES 31GX5MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,FIFTY50 PEN NEEDLES/31GX8MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,FIFTY50 PEN NEEDLES/32GX4MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,FIFTY50 PEN NEEDLES/32GX6MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,FREDS PHARMACY UNIFINE PENTIPS PEN NEEDLES 32GX4MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,FREDS PHARMACY UNIFINE PENTIPS PLUS 31GX5MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,FREDS PHARMACY UNIFINE PENTIPS PLUS 31GX8MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,GLOBAL EASE INJECT PEN NEEDLES 29GX12MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,GLOBAL EASE INJECT PEN NEEDLES 31GX8MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,GLOBAL EASE INJECT PEN NEEDLES 32GX4MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,GLOBAL EASE INJECT PEN NEEEDLES 31GX5MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,GLOBAL EASY GLIDE PEN NEEDLES 32GX4MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,"GNP CLICKFINE UNIVERSAL PEN NEEDLES 31GX1/4""",MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,"GNP CLICKFINE UNIVERSAL PEN NEEDLES 31GX5/16""",MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,GNP PEN NEEDLES 31GX5MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,GNP PEN NEEDLES 31GX8MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,GNP PEN NEEDLES 32GX4MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,GNP PEN NEEDLES 32GX6MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,"GNP ULTICARE PEN NEEDLES/31GX5/16""",MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,"GNP ULTICARE PEN NEEDLES/32GX 5/32""",MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,"GNP ULTICARE PEN NEEDLES/32GX1/4""",MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,GNP ULTICARE PEN NEEDLES31G X 5MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,GNP ULTIGUARD SAFEPACK/MICRO PEN NEEDLE/32GX4MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,GNP ULTIGUARD SAFEPACK/MINI PEN NEEDLE/31GX5MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,GNP ULTIGUARD SAFEPACK/MINI PEN NEEDLE/32GX6MM,MISC,NON_PREFERRED
GLUCOSE MONITORING SUPPLIES : INSULIN PEN NEEDLES,GNP ULTIGUARD SAFEPACK/SHORT PEN NEEDLE/31GX8MM,MISC,NON_PREFERRED
