therapeutic_class,status,pdl_name
OPHTHALMIC DISORDERS,Preferred,Netarsudil Mesylate Solution (Rhopressa)
OPHTHALMIC DISORDERS,Preferred,Netarsudil Mesylate/Latanoprost Solution (Rocklatan)
OPHTHALMIC DISORDERS,Preferred,Timolol Maleate Solution (Generic)
OPHTHALMIC DISORDERS,Preferred,Timolol Maleate Gel-Forming Solution (Generic Timoptic-XE)
OPHTHALMIC DISORDERS,Preferred,"Travoprost Solution 2.5 mL, 5 mL (AG; Generic; Travatan Z)"
OPHTHALMIC DISORDERS,Preferred,(Preferred agents listed on page 49)
OPIATE DEPENDENCE AGENTS,Preferred,Buprenorphine Sublingual Tablet (Generic)
OPIATE DEPENDENCE AGENTS,Preferred,Buprenorphine Syringe (Sublocade; Brixadi)
OPIATE DEPENDENCE AGENTS,Preferred,"Buprenorphine/Naloxone SL Film, SL Tablet (Generic)"
OPIATE DEPENDENCE AGENTS,Preferred,Buprenorphine/Naloxone SL Tablet (Zubsolv)
OPIATE DEPENDENCE AGENTS,Preferred,Naloxone Nasal Spray OTC (Generic; Narcan)
OPIATE DEPENDENCE AGENTS,Preferred,Naloxone Nasal Spray Rx (AG; Generic)
OPIATE DEPENDENCE AGENTS,Preferred,Naloxone Nasal Spray (Kloxxado)
OPIATE DEPENDENCE AGENTS,Preferred,"Naloxone Syringe, Vial (Generic)"
OPIATE DEPENDENCE AGENTS,Preferred,Naltrexone Extended-Release Suspension Vial (Vivitrol)
OPIATE DEPENDENCE AGENTS,Preferred,Naltrexone Tablet (Generic)
OSTEOPOROSIS,Preferred,Alendronate Tablet (Generic)
OSTEOPOROSIS,Preferred,Calcitonin-Salmon Nasal (Generic)
OSTEOPOROSIS,Preferred,Ibandronate Tablet (Generic)
OSTEOPOROSIS,Preferred,Raloxifene Tablet (Generic)
OTIC AGENTS,Preferred,Ciprofloxacin/Dexamethasone Susp (AG; Generic)
OTIC AGENTS,Preferred,Neomycin/Polymyxin B/Hydrocortisone Solution (AG; Generic)
OTIC AGENTS,Preferred,Neomycin/Polymyxin B/Hydrocortisone Suspension (AG; Generic)
OTIC AGENTS,Preferred,Ofloxacin Solution (Generic)
OTIC AGENTS,Preferred,Acetic Acid Solution (Generic)
OTIC AGENTS,Preferred,Acetic Acid/Hydrocortisone Solution (Generic)
PAIN MANAGEMENT,Preferred,Atogepant Tablet (Qulipta)
PAIN MANAGEMENT,Preferred,Erenumab-aooe Autoinjector (Aimovig)
PAIN MANAGEMENT,Preferred,"Fremanezumab-vfrm Autoinjector, 3-Pack, Syringe (Ajovy)"
PAIN MANAGEMENT,Preferred,"Galcanezumab-gnlm Pen, 120 mg Syringe (Emgality)"
PAIN MANAGEMENT,Preferred,Ubrogepant Tablet (Ubrelvy)
PAIN MANAGEMENT,Preferred,Rizatriptan ODT (Generic)
PAIN MANAGEMENT,Preferred,Rizatriptan Tablet (Generic)
PAIN MANAGEMENT,Preferred,Sumatriptan Nasal (AG; Generic for Imitrex)
PAIN MANAGEMENT,Preferred,Sumatriptan Tablet (Generic)
PAIN MANAGEMENT,Preferred,Sumatriptan Vial (Generic)
PAIN MANAGEMEN,Preferred,"Adalimumab Pen Kit, Syringe Kit (Humira)"
PAIN MANAGEMEN,Preferred,"Adalimumab-aaty Kit, Pen Kit"
PAIN MANAGEMEN,Preferred,"Adalimumab-adaz Kit, Pen Kit"
PAIN MANAGEMEN,Preferred,"Adalimumab-adbm Kit, Pen Kit"
PAIN MANAGEMEN,Preferred,"Adalimumab-adbm Kit, Pen Kit (Cyltezo)"
PAIN MANAGEMEN,Preferred,Adalimumab-aqvh Pen Kit (Yusimry)
PAIN MANAGEMEN,Preferred,"Adalimumab-bwwd Kit, Pen Kit (Hadlima)"
PAIN MANAGEMEN,Preferred,Apremilast Tablet (Otezla)
PAIN MANAGEMEN,Preferred,Etanercept Cartridge (Enbrel Mini)
PAIN MANAGEMEN,Preferred,Etanercept Pen (Enbrel SureClick)
PAIN MANAGEMEN,Preferred,Etanercept Syringe (Enbrel)
PAIN MANAGEMEN,Preferred,Etanercept Vial (Enbrel)
PAIN MANAGEMEN,Preferred,Infliximab Vial
PAIN MANAGEMEN,Preferred,Tofacitinib Citrate Tablet (Xeljanz)
PAIN MANAGEMENT,Preferred,(Preferred agents listed on page 53)
PAIN MANAGEMENT,Preferred,Acetaminophen with Codeine Elixir (Generic)
PAIN MANAGEMENT,Preferred,Acetaminophen with Codeine Tablet (Generic)
PAIN MANAGEMENT,Preferred,Hydrocodone/Acetaminophen Solution (Generic)
PAIN MANAGEMENT,Preferred,Hydrocodone/Acetaminophen Tablet (Generic)
PAIN MANAGEMENT,Preferred,Hydromorphone Tablet (Generic)
PAIN MANAGEMENT,Preferred,Morphine Sulfate IR Tablet (Generic)
PAIN MANAGEMENT,Preferred,Morphine Sulfate Oral Syringe (Generic)
PAIN MANAGEMENT,Preferred,Oxycodone HCl Tablet (Generic)
PAIN MANAGEMENT,Preferred,Oxycodone/Acetaminophen Tablet (Generic)
PAIN MANAGEMENT,Preferred,Tramadol 50 mg Tablet (Generic)
PAIN MANAGEMENT,Preferred,Tramadol/Acetaminophen Tablet (Generic)
PAIN MANAGEMENT,Preferred,Buprenorphine Transdermal (AG; Generic for Butrans)
PAIN MANAGEMENT,Preferred,Fentanyl Transdermal 12 mcg (Generic)
PAIN MANAGEMENT,Preferred,Fentanyl Transdermal 25 mcg (Generic)
PAIN MANAGEMENT,Preferred,Fentanyl Transdermal 50 mcg (Generic)
PAIN MANAGEMENT,Preferred,Fentanyl Transdermal 75 mcg (Generic)
PAIN MANAGEMENT,Preferred,Fentanyl Transdermal 100 mcg (Generic)
PAIN MANAGEMENT,Preferred,Morphine Sulfate ER Tablet (Generic)
PAIN MANAGEMENT,Preferred,Duloxetine Capsule (Generic for Cymbalta)
PAIN MANAGEMENT,Preferred,Gabapentin Capsule (Generic)
PAIN MANAGEMENT,Preferred,Gabapentin Solution (AG; Generic)
PAIN MANAGEMENT,Preferred,Gabapentin Tablet (Generic)
PAIN MANAGEMENT,Preferred,Lidocaine Patch (AG; Generic for Lidoderm)
PAIN MANAGEMENT,Preferred,Milnacipran Tablet (Savella)
PAIN MANAGEMENT,Preferred,Milnacipran Tablet (Savella Dose Pak)
PAIN MANAGEMENT,Preferred,Pregabalin Capsule (AG; Generic)
PAIN MANAGEMENT,Preferred,Pregabalin Solution (AG; Generic)
PAIN MANAGEMENT,Preferred,Suzetrigine Tablet (Journavx)
PAIN MANAGEMENT,Preferred,Celecoxib (AG; Generic)
PAIN MANAGEMENT,Preferred,Diclofenac Sodium Tablet (Generic)
PAIN MANAGEMENT,Preferred,Diclofenac Sodium Transdermal Gel (Generic)
PAIN MANAGEMENT,Preferred,Ibuprofen Suspension Rx (Generic)
PAIN MANAGEMENT,Preferred,Ibuprofen Tablet Rx (Generic)
PAIN MANAGEMENT,Preferred,Indomethacin Capsule (Generic)
PAIN MANAGEMENT,Preferred,Ketorolac Tablet (Generic)
PAIN MANAGEMENT,Preferred,Meloxicam Tablet (Generic)
PAIN MANAGEMENT,Preferred,Nabumetone Tablet (Generic)
PAIN MANAGEMENT,Preferred,Naproxen Suspension (AG; Generic)
PAIN MANAGEMENT,Preferred,Naproxen Tablet (Generic)
PAIN MANAGEMENT,Preferred,Sulindac Tablet (Generic)
PAIN MANAGEMEN,Preferred,Baclofen Tablet (Generic)
PAIN MANAGEMEN,Preferred,Cyclobenzaprine Tablet (Generic)
PAIN MANAGEMEN,Preferred,Methocarbamol Tablet (Generic)
PAIN MANAGEMEN,Preferred,Tizanidine Tablet (Generic)
PARKINSON'S,Preferred,"Amantadine Capsule, Syrup (Generic)"
PARKINSON'S,Preferred,Benztropine Tablet (Generic)
PARKINSON'S,Preferred,"Carbidopa/Levodopa ER Tablet, Tablet (Generic)"
PARKINSON'S,Preferred,Carbidopa/Levodopa/Entacapone Tablet (Generic)
PARKINSON'S,Preferred,Pramipexole Tablet (Generic)
PARKINSON'S,Preferred,Ropinirole Tablet (Generic)
PARKINSON'S,Preferred,Selegiline Tablet (Generic)
PARKINSON'S,Preferred,"Trihexyphenidyl Elixir, Tablet (Generic)"
PARKINSON'S,Preferred,(Preferred agents listed on page 58)
PEDIATRIC MULTIVITAMINS,Preferred,"Pediatric MVI A, C, D3 No. 21 / FL Drop (Generic)"
PEDIATRIC MULTIVITAMINS,Preferred,Pediatric MVI No. 2 / FL Drop (Generic)
PEDIATRIC MULTIVITAMINS,Preferred,Pediatric MVI No. 17 / FL Chewable (Generic)
PEDIATRIC MULTIVITAMINS,Preferred,Pediatric MVI No. 45 / FL & Fe Drop (Generic)
PITUITARY SUPPRESSIVE AGENTS,Preferred,Leuprolide Acetate Syringe Kit (Fensolvi)
PITUITARY SUPPRESSIVE AGENTS,Preferred,"Leuprolide Acetate Subcutaneous Kit, Subcutaneous Vial (Generic)"
PITUITARY SUPPRESSIVE AGENTS,Preferred,Leuprolide Acetate (Lupron Depot)
PITUITARY SUPPRESSIVE AGENTS,Preferred,Leuprolide Acetate (Lupron Depot Kit)
PITUITARY SUPPRESSIVE AGENTS,Preferred,Nafarelin Acetate Nasal Solution (Synarel)
POTASSIUM BINDERS,Preferred,Sodium Polystyrene Sulfonate Powder (Generic)
POTASSIUM BINDERS,Preferred,Sodium Zirconium Cyclosilicate Packet (Lokelma)
PRENATAL VITAMINS,Preferred,MVI No.47/Iron/Folate 1/DHA (PNV-DHA / WesCap-PN DHA / Zatean-PN DHA)
PRENATAL VITAMINS,Preferred,MVI No.41/Iron/Folate/PS-DHA (EnBrace HR)
PRENATAL VITAMINS,Preferred,MVI/Minerals No.69/Iron/FA (Elite-OB)
PRENATAL VITAMINS,Preferred,MVI/Minerals No.74/Iron Fumarate/Iron/FA (Folivane-OB)
PRENATAL VITAMINS,Preferred,MVI/Minerals No.75/Iron/Iron PS/Omega 3/DHA (Taron-C DHA)
PRENATAL VITAMINS,Preferred,PNV 102/Iron/Folate/DHA (Vitafol FE+)
PRENATAL VITAMINS,Preferred,PNV 112/Iron/FA/Omega 3/DHA/EPA Chew Gummies (Vitafol)
PRENATAL VITAMINS,Preferred,PNV 119/Iron Fumarate/FA (Se-Natal 19)
PRENATAL VITAMINS,Preferred,PNV 67/Iron PS/Folate No.1/DHA (Vitafol Ultra)
PRENATAL VITAMINS,Preferred,PNV Combo52/Iron/FA/Omega 3/DHA (Complete Natal DHA / WesNatal DHA Complete)
PRENATAL VITAMINS,Preferred,PNV 118/Iron Fumarate/FA (Se-Natal 19 Chewable)
PRENATAL VITAMINS,Preferred,PNV/Calcium 72/Iron/FA (M-Natal Plus / Prenatal Vitamin Plus Low Iron / WesTab Plus)
PRENATAL VITAMINS,Preferred,PNV 26/Iron PS/FA/DHA (Vitafol-One)
PRENATAL VITAMINS,Preferred,PNV 87/Iron Bis/FA/DHA (Nestabs DHA)
PRENATAL VITAMINS,Preferred,PNV 10/Iron Fumarate/FA (Vitafol-OB)
PRENATAL VITAMINS,Preferred,PNV 10/Iron/FA/DHA (Vitafol-OB + DHA)
PRENATAL VITAMINS,Preferred,PNV 14/Iron Fumarate/FA Chewable (CompleteNate)
PRENATAL VITAMINS,Preferred,PNV 33/Iron/FA/DHA (Select-OB + DHA)
PRENATAL VITAMINS,Preferred,PNV/Calcium 76/Iron/FA (Thrivite Rx)
PRENATAL VITAMINS,Preferred,PNV 103/Iron Fumarate/FA (TriCare Prenatal)
PRENATAL VITAMINS,Preferred,PNV 27/Calcium/Iron/FA (TriNatal Rx 1)
PROGESTATIONAL AGENTS,Preferred,Medroxyprogesterone Acetate Tablet (AG; Generic)
PROGESTATIONAL AGENTS,Preferred,Norethindrone Acetate Tablet (Generic)
PROGESTATIONAL AGENTS,Preferred,Progesterone Capsule (Generic)
PROSTATE,Preferred,Alfuzosin ER Tablet (Generic)
PROSTATE,Preferred,Doxazosin Tablet (AG; Generic)
PROSTATE,Preferred,Dutasteride Capsule (Generic)
PROSTATE,Preferred,Finasteride Tablet (Generic)
PROSTATE,Preferred,Tamsulosin Capsule (Generic)
PROSTATE,Preferred,Terazosin Capsule (Generic)
SEDATIVE/HYPNOTICS,Preferred,Eszopiclone Tablet (Generic)
SEDATIVE/HYPNOTICS,Preferred,"Temazepam Capsule 15 mg, 30 mg (AG; Generic)"
SEDATIVE/HYPNOTICS,Preferred,Triazolam Tablet (Generic)
SEDATIVE/HYPNOTICS,Preferred,Zolpidem Tablet (Generic)
SEDATIVE/HYPNOTICS,Preferred,Zolpidem Tartrate ER Tablet (Generic)
SICKLE CELL ANEMIA,Preferred,Hydroxyurea Capsule (Generic; Droxia)
SICKLE CELL ANEMIA,Preferred,Hydroxyurea Tablet (Siklos)
SINUS NODE INHIBITORS,Preferred,Ivabradine Tablet (Generic)
SMOKING CESSATION PRODUCTS,Preferred,Bupropion SR Tablet (Generic)
SMOKING CESSATION PRODUCTS,Preferred,"Nicotine Buccal Gum OTC, Buccal Lozenge OTC (Generic)"
SMOKING CESSATION PRODUCTS,Preferred,Nicotine Patch OTC (Generic)
SMOKING CESSATION PRODUCTS,Preferred,Varenicline Tablet (Generic; Chantix; Chantix Dose Pack)
SPINAL MUSCULAR ATROPHY,Preferred,Onasemnogene Abeparvovec-xioi (Zolgensma)
THROMBOPOIESIS STIMULATING PROTEINS,Preferred,Eltrombopag Olamine Tablet (Promacta)
UREA CYCLE DISORDERS,Preferred,Sodium Phenylbutyrate Pellet (Pheburane)
UROLOGY INCONTINENCE,Preferred,Fesoterodine Fumarate ER Tablet (Generic)
UROLOGY INCONTINENCE,Preferred,Oxybutynin Syrup (Generic)
UROLOGY INCONTINENCE,Preferred,Oxybutynin 5mg Tablet (Generic)
UROLOGY INCONTINENCE,Preferred,Oxybutynin ER Tablet (Generic)
UROLOGY INCONTINENCE,Preferred,Solifenacin Tablet (Generic)
UTERINE DISORDER TREATMENTS,Preferred,Elagolix Tablet (Orilissa)
UTERINE DISORDER TREATMENTS,Preferred,Elagolix/Estradiol/Norethindrone Capsule (Oriahnn)
UTERINE DISORDER TREATMENTS,Preferred,Relugolix/Estradiol/Norethindrone Acetate (Myfembree)
"ACNE AGENTS, TOPICAL",Non-Preferred,Adapalene Cream (AG; Generic; Differin)
"ACNE AGENTS, TOPICAL",Non-Preferred,"Adapalene Gel, Gel Pump (Generic)"
"ACNE AGENTS, TOPICAL",Non-Preferred,"Adapalene Gel Pump, Lotion (Differin)"
"ACNE AGENTS, TOPICAL",Non-Preferred,Adapalene/Benzoyl Peroxide Gel (Generic Epiduo; Generic Epiduo Forte)
"ACNE AGENTS, TOPICAL",Non-Preferred,"Adapalene/Benzoyl Peroxide Gel with Pump (AG; Generic, Epiduo Forte)"
"ACNE AGENTS, TOPICAL",Non-Preferred,Adapalene/Benzoyl Peroxide/Clindamycin Gel (Cabtreo)
"ACNE AGENTS, TOPICAL",Non-Preferred,Clascoterone Cream (Winlevi)
"ACNE AGENTS, TOPICAL",Non-Preferred,Clindamycin/Benzoyl Peroxide Gel with Pump (Generic; Acanya)
"ACNE AGENTS, TOPICAL",Non-Preferred,Clindamycin/Benzoyl Peroxide Gel with Pump (Generic for Benzaclin)
"ACNE AGENTS, TOPICAL",Non-Preferred,Clindamycin/Benzoyl Peroxide Gel with Pump (AG; Generic; Onexton)
"ACNE AGENTS, TOPICAL",Non-Preferred,"Clindamycin/Benzoyl Peroxide Gel, Gel/Emollient Combo 94 (Neuac; Neuac Kit)"
"ACNE AGENTS, TOPICAL",Non-Preferred,Clindamycin Phosphate Foam (Generic)
"ACNE AGENTS, TOPICAL",Non-Preferred,Clindamycin Phosphate Gel (AG; Generic; Clindagel)
"ACNE AGENTS, TOPICAL",Non-Preferred,Clindamycin Phosphate Lotion (Cleocin-T)
"ACNE AGENTS, TOPICAL",Non-Preferred,Clindamycin Phosphate/Skin Cleanser 19 (Clindacin Pac Kit)
"ACNE AGENTS, TOPICAL",Non-Preferred,Clindamycin/Tretinoin Gel (AG; Generic; Ziana)
"ACNE AGENTS, TOPICAL",Non-Preferred,"Dapsone Gel, Gel with Pump (AG; Generic for Aczone)"
"ACNE AGENTS, TOPICAL",Non-Preferred,Erythromycin Medicated Swab (Generic)
"ACNE AGENTS, TOPICAL",Non-Preferred,Erythromycin/Benzoyl Peroxide Gel (Generic; Benzamycin)
"ACNE AGENTS, TOPICAL",Non-Preferred,"Sulfacetamide Sodium Cleanser ER, Cream ER, Lotion (Ovace Plus)"
"ACNE AGENTS, TOPICAL",Non-Preferred,"Sulfacetamide Sodium Cleanser, Cleanser ER (Generic)"
"ACNE AGENTS, TOPICAL",Non-Preferred,Sulfacetamide Sodium Shampoo (Generic; Ovace Plus)
"ACNE AGENTS, TOPICAL",Non-Preferred,Sulfacetamide Sodium Suspension (Generic)
"ACNE AGENTS, TOPICAL",Non-Preferred,Sulfacetamide Sodium Wash (Ovace Plus)
"ACNE AGENTS, TOPICAL",Non-Preferred,Sulfacetamide Sodium/Sulfur Cream (Avar-e; Avar-e Green)
"ACNE AGENTS, TOPICAL",Non-Preferred,Sulfacetamide Sodium/Sulfur (Generic)
"ACNE AGENTS, TOPICAL",Non-Preferred,Sulfacetamide Sodium/Sulfur Cleanser (Avar LS)
"ACNE AGENTS, TOPICAL",Non-Preferred,"Sulfacetamide Sodium/Sulfur Cleanser (Avar, ZMA Clear)"
"ACNE AGENTS, TOPICAL",Non-Preferred,"Sulfacetamide Sodium/Sulfur Cleanser, Cream, Lotion, Medicated Pads, Susp (Gen)"
"ACNE AGENTS, TOPICAL",Non-Preferred,"Sulfacetamide Sodium/Sulfur Cream, Foam (SSS 10-5)"
"ACNE AGENTS, TOPICAL",Non-Preferred,Sulfacetamide Sodium/Sulfur Wash (BP 10-1)
"ACNE AGENTS, TOPICAL",Non-Preferred,Sulfacetamide Sodium/Sulfur/Cleanser 23 Kit (Sumaxin CP Kit)
"ACNE AGENTS, TOPICAL",Non-Preferred,Sulfacetamide Sodium/Sulfur/Urea Cleanser (Generic)
"ACNE AGENTS, TOPICAL",Non-Preferred,Tazarotene Cream (AG; Generic for Tazorac)
"ACNE AGENTS, TOPICAL",Non-Preferred,Tazarotene Foam (AG; Fabior)
"ACNE AGENTS, TOPICAL",Non-Preferred,Tazarotene Gel (Generic for Tazorac)
"ACNE AGENTS, TOPICAL",Non-Preferred,Tazarotene Lotion (Arazlo)
"ACNE AGENTS, TOPICAL",Non-Preferred,Tretinoin Cream (Retin-A)
"ACNE AGENTS, TOPICAL",Non-Preferred,Tretinoin 0.04% & 0.1% Gel (AG; Retin-A Micro)
"ACNE AGENTS, TOPICAL",Non-Preferred,Tretinoin 0.04% & 0.1% Gel with Pump (AG; Generic; Retin-A Micro)
"ACNE AGENTS, TOPICAL",Non-Preferred,Tretinoin 0.06% Pump (Retin-A Micro)
"ACNE AGENTS, TOPICAL",Non-Preferred,Tretinoin 0.08% Pump (Generic; Retin-A Micro)
"ACNE AGENTS, TOPICAL",Non-Preferred,Tretinoin Gel (AG for Avita/Retin-A; Generic for Avita/Retin-A; Retin-A)
"ACNE AGENTS, TOPICAL",Non-Preferred,Tretinoin Gel (Generic; Atralin)
"ACNE AGENTS, TOPICAL",Non-Preferred,Tretinoin Lotion (Altreno)
"ACNE AGENTS, TOPICAL",Non-Preferred,Tretinoin/Benzoyl Peroxide (Twyneo)
"ACNE AGENTS, TOPICAL",Non-Preferred,Trifarotene Cream (Aklief)
ADD/ADHD,Non-Preferred,Amphetamine ODT (Adzenys XR ODT)
ADD/ADHD,Non-Preferred,Amphetamine Salt Combo ER Capsule(Adderall XR)
ADD/ADHD,Non-Preferred,Amphetamine Sulfate ODT (Evekeo ODT)
ADD/ADHD,Non-Preferred,Amphetamine Sulfate Tablet (Generic; Evekeo)
ADD/ADHD,Non-Preferred,"Amphetamine Suspension, Tablet (Dyanavel XR)"
ADD/ADHD,Non-Preferred,Amphetamine/Dextroamphetamine XR Capsule (Generic; Mydayis)
ADD/ADHD,Non-Preferred,Armodafinil Tablet (AG; Generic; Nuvigil)
ADD/ADHD,Non-Preferred,Atomoxetine Capsule (Strattera)
ADD/ADHD,Non-Preferred,Clonidine ER Tablet (Generic)
ADD/ADHD,Non-Preferred,Clonidine XR Suspension (Onyda XR)
ADD/ADHD,Non-Preferred,"Dexmethylphenidate ER Capsule, Tablet (Focalin XR; Focalin)"
ADD/ADHD,Non-Preferred,Dextroamphetamine IR Tablet (Zenzedi)
ADD/ADHD,Non-Preferred,Dextroamphetamine Solution (Generic; ProCentra)
ADD/ADHD,Non-Preferred,Dextroamphetamine Sulfate ER Capsule (Generic; Dexedrine Spansule)
ADD/ADHD,Non-Preferred,Dextroamphetamine Transdermal (Xelstrym)
ADD/ADHD,Non-Preferred,Guanfacine ER Tablet (Intuniv)
ADD/ADHD,Non-Preferred,Lisdexamfetamine Chewable Tablet (Vyvanse)
ADD/ADHD,Non-Preferred,Methamphetamine Tablet (Generic for Desoxyn)
ADD/ADHD,Non-Preferred,Methylphenidate ER Capsule (AG; Generic; Aptensio XR)
ADD/ADHD,Non-Preferred,"Methylphenidate ER Capsule (Jornay PM, Ritalin LA)"
ADD/ADHD,Non-Preferred,"Methylphenidate ER Chewable, ER Suspension (QuilliChew ER; Quillivant XR)"
ADD/ADHD,Non-Preferred,Methylphenidate ER Tablet (Concerta)
ADD/ADHD,Non-Preferred,Methylphenidate ER Tablet (Generic for Metadate ER)
ADD/ADHD,Non-Preferred,Methylphenidate ER Tablet 72 mg (AG; Generic; Relexxii)
ADD/ADHD,Non-Preferred,Methylphenidate IR Chewable Tablet (Generic)
ADD/ADHD,Non-Preferred,Methylphenidate IR Tablet (Ritalin)
ADD/ADHD,Non-Preferred,Methylphenidate Solution (Methylin)
ADD/ADHD,Non-Preferred,Methylphenidate Transdermal Patch (AG; Generic; Daytrana)
ADD/ADHD,Non-Preferred,Methylphenidate XR ODT (Cotempla XR ODT)
ADD/ADHD,Non-Preferred,Modafinil Tablet (Provigil)
ADD/ADHD,Non-Preferred,Pitolisant HCl Tablet (Wakix)
ADD/ADHD,Non-Preferred,Serdexmethylphenidate/Dexmethylphenidate Capsule (Azstarys)
ADD/ADHD,Non-Preferred,Solriamfetol HCl Tablet (Sunosi)
ADD/ADHD,Non-Preferred,Viloxazine ER Capsule (Qelbree)
ALLERGY,Non-Preferred,Carbinoxamine Liquid
ALLERGY,Non-Preferred,Carbinoxamine ER Suspension (Karbinal ER)
ALLERGY,Non-Preferred,Carbinoxamine Tablet (Ryvent)
ALLERGY,Non-Preferred,Clemastine Syrup (Generic)
ALLERGY,Non-Preferred,Dexbrompheniramine Liquid OTC (PediaVent)
ALLERGY,Non-Preferred,Dexchlorpheniramine Solution (Ryclora)
ALLERGY,Non-Preferred,Diphenhydramine Unit Dose Elixir (Generic)
ALLERGY,Non-Preferred,Hydroxyzine Pamoate Capsule (Vistaril)
ALLERGY,Non-Preferred,"Triprolidine OTC – Chew Tablet, Drops, Liquid (Histex, Histex PDX)"
ALLERGY,Non-Preferred,"Cetirizine Capsule OTC, Chewable Tablet OTC, 5 mg/5mL Solution OTC (Generic)"
ALLERGY,Non-Preferred,Desloratadine ODT (Generic)
ALLERGY,Non-Preferred,Desloratadine Tablet (Generic; Clarinex)
ALLERGY,Non-Preferred,Desloratadine/Pseudoephedrine ER Tablet (Clarinex-D 12-Hour)
ALLERGY,Non-Preferred,"Fexofenadine 60 mg Tablet OTC, 180 mg Tablet OTC, Suspension OTC (Generic)"
ALLERGY,Non-Preferred,"Fexofenadine-D 12-hour Tablet OTC, 24-hour Tablet OTC (Generic)"
ALLERGY,Non-Preferred,Levocetirizine Solution (Generic)
ALLERGY,Non-Preferred,Loratadine Chewable Tablet OTC (Generic)
ALLERGY,Non-Preferred,Azelastine Nasal Spray (AG; Generic for Astepro)
ALLERGY,Non-Preferred,Azelastine/Fluticasone Nasal Spray (AG; Generic; Dymista)
ALLERGY,Non-Preferred,Beclomethasone Nasal Spray (Beconase AQ; Qnasl 40; Qnasl 80)
ALLERGY,Non-Preferred,Ciclesonide Nasal Spray (Omnaris; Zetonna)
ALLERGY,Non-Preferred,Flunisolide Nasal Spray (Generic)
ALLERGY,Non-Preferred,Fluticasone Propionate Nasal Spray (Xhance)
ALLERGY,Non-Preferred,Mometasone Furoate Implant (Sinuva)
ALLERGY,Non-Preferred,Mometasone Nasal Spray (Generic)
ALLERGY,Non-Preferred,Olopatadine Nasal Spray (Generic; Patanase)
ALLERGY,Non-Preferred,Olopatadine/Mometasone Nasal Spray (Ryaltris)
ALZHEIMER’S AGENTS,Non-Preferred,Aducanumab-avwa IV Solution (Aduhelm)
ALZHEIMER’S AGENTS,Non-Preferred,"Donepezil 23 mg Tablet (Generic, Aricept)"
ALZHEIMER’S AGENTS,Non-Preferred,Donepezil Tablet (Aricept)
ALZHEIMER’S AGENTS,Non-Preferred,Donepezil Transdermal Patch (Adlarity)
ALZHEIMER’S AGENTS,Non-Preferred,"Galantamine ER Capsule, Solution, Tablet (Generic)"
ALZHEIMER’S AGENTS,Non-Preferred,Lecanemab-irmb (Leqembi)
ALZHEIMER’S AGENTS,Non-Preferred,Memantine ER Capsule (AG; Generic; Namenda XR)
ALZHEIMER’S AGENTS,Non-Preferred,Memantine ER Capsule Dose Pack (Namenda XR Titration Pack)
ALZHEIMER’S AGENTS,Non-Preferred,Memantine Solution (Generic)
ALZHEIMER’S AGENTS,Non-Preferred,Memantine Tablet Dose Pack (AG; Namenda Titration Pack)
ALZHEIMER’S AGENTS,Non-Preferred,"Memantine/Donepezil ER Capsule (Namzaric, Namzaric Titration Pack)"
ALZHEIMER’S AGENTS,Non-Preferred,Rivastigmine Transdermal Patch (Exelon)
ANDROGENIC AGENTS,Non-Preferred,Testosterone Gel (Testim)
ANDROGENIC AGENTS,Non-Preferred,"Testosterone Gel, Gel Pump (AG; Generic for Vogelxo)"
ANDROGENIC AGENTS,Non-Preferred,Testosterone Gel Packet (Generic for Androgel)
ANDROGENIC AGENTS,Non-Preferred,Testosterone Gel Pump (Generic for Axiron; Generic for Fortesta)
ANDROGENIC AGENTS,Non-Preferred,Testosterone Gel Pump (Androgel; Vogelxo)
ANDROGENIC AGENTS,Non-Preferred,Testosterone Nasal (Natesto)
ANTHELMINTICS,Non-Preferred,Ivermectin Tablet (Stromectol)
ANTHELMINTICS,Non-Preferred,Praziquantel Tablet (Biltricide)
"ANTI-ALLERGENS, ORAL",Non-Preferred,Grass Pollen Allergen Extract [Timothy Grass] Sublingual Tablet (Grastek)
"ANTI-ALLERGENS, ORAL",Non-Preferred,House Dust Mite Allergen Extract Sublingual Tablet (Odactra)
"ANTI-ALLERGENS, ORAL",Non-Preferred,Mixed Grass Allergen Extracts Sublingual Tablet (Oralair)
"ANTI-ALLERGENS, ORAL",Non-Preferred,Peanut Allergen Maintenance Sachet (Palforzia)
"ANTI-ALLERGENS, ORAL",Non-Preferred,Peanut Allergen Titration Capsule (Palforzia)
"ANTI-ALLERGENS, ORAL",Non-Preferred,Ragweed Pollen Allergen Extract Sublingual Tablet (Ragwitek)
ANTICONVULSANTS,Non-Preferred,"Carbamazepine ER Capsule (Carbatrol, Equetro)"
ANTICONVULSANTS,Non-Preferred,Carbamazepine Suspension (Generic; Tegretol)
ANTICONVULSANTS,Non-Preferred,"Carbamazepine ER Tablet, Tablet (Tegretol XR, Tegretol)"
ANTICONVULSANTS,Non-Preferred,Clobazam Film (Sympazan)
ANTICONVULSANTS,Non-Preferred,"Clobazam Suspension, Tablet (Onfi)"
ANTICONVULSANTS,Non-Preferred,Clonazepam Tablet (Klonopin)
ANTICONVULSANTS,Non-Preferred,Diazepam Buccal Film (Libervant)
ANTICONVULSANTS,Non-Preferred,Divalproex Sodium DR Sprinkle (Depakote Sprinkle)
