Therapeutic Category,Brand Name,Generic Name,Min Age,Max Age,PA Required
NOREPINEPHRINE AND DOPAMINE REUPTAKE INHIB (NDRIS),BUPROPION HCL 75 MG TABLET,BUPROPION HCL,6,999,No
NOREPINEPHRINE AND DOPAMINE REUPTAKE INHIB (NDRIS),BUPROPION HCL SR 100 MG TABLET,BUPROPION HCL,6,999,No
NOREPINEPHRINE AND DOPAMINE REUPTAKE INHIB (NDRIS),BUPROPION HCL SR 150 MG TABLET,BUPROPION HCL,6,999,No
NOREPINEPHRINE AND DOPAMINE REUPTAKE INHIB (NDRIS),BUPROPION HCL SR 200 MG TABLET,BUPROPION HCL,6,999,No
NOREPINEPHRINE AND DOPAMINE REUPTAKE INHIB (NDRIS),BUPROPION HCL XL 150 MG TABLET,BUPROPION HCL,6,999,No
NOREPINEPHRINE AND DOPAMINE REUPTAKE INHIB (NDRIS),BUPROPION HCL XL 300 MG TABLET,BUPROPION HCL,6,999,No
SEROTONIN-2 ANTAGONIST/REUPTAKE INHIBITORS (SARIS),TRAZODONE 100 MG TABLET,TRAZODONE HCL,6,999,No
SEROTONIN-2 ANTAGONIST/REUPTAKE INHIBITORS (SARIS),TRAZODONE 150 MG TABLET,TRAZODONE HCL,6,999,No
SEROTONIN-2 ANTAGONIST/REUPTAKE INHIBITORS (SARIS),TRAZODONE 300 MG TABLET,TRAZODONE HCL,6,999,No
SEROTONIN-2 ANTAGONIST/REUPTAKE INHIBITORS (SARIS),TRAZODONE 50 MG TABLET,TRAZODONE HCL,6,999,No
"SMOKING DETERRENTS, OTHER",BUPROPION HCL SR 150 MG TABLET,BUPROPION HCL,18,999,No
"ANTIPSYCHOTICS,DOPAMINE ANTAGONISTS,BUTYROPHENONES",DROPERIDOL 2.5 MG/ML VIAL,DROPERIDOL,18,999,No
"ANTIPSYCHOTICS,DOPAMINE ANTAGONISTS,BUTYROPHENONES",DROPERIDOL 5 MG/2 ML VIAL,DROPERIDOL,18,999,No
"ANTIPSYCHOTICS,DOPAMINE ANTAGONISTS,BUTYROPHENONES",HALOPERIDOL 0.5 MG TABLET,HALOPERIDOL,6,999,No
"ANTIPSYCHOTICS,DOPAMINE ANTAGONISTS,BUTYROPHENONES",HALOPERIDOL 1 MG TABLET,HALOPERIDOL,6,999,No
"ANTIPSYCHOTICS,DOPAMINE ANTAGONISTS,BUTYROPHENONES",HALOPERIDOL 10 MG TABLET,HALOPERIDOL,6,999,No
"ANTIPSYCHOTICS,DOPAMINE ANTAGONISTS,BUTYROPHENONES",HALOPERIDOL 2 MG TABLET,HALOPERIDOL,6,999,No
"ANTIPSYCHOTICS,DOPAMINE ANTAGONISTS,BUTYROPHENONES",HALOPERIDOL 20 MG TABLET,HALOPERIDOL,6,999,No
"ANTIPSYCHOTICS,DOPAMINE ANTAGONISTS,BUTYROPHENONES",HALOPERIDOL 5 MG TABLET,HALOPERIDOL,6,999,No
"ANTIPSYCHOTICS,DOPAMINE ANTAGONISTS,BUTYROPHENONES",HALOPERIDOL DEC 100 MG/ML AMP,HALOPERIDOL DECANOATE,18,999,No
"ANTIPSYCHOTICS,DOPAMINE ANTAGONISTS,BUTYROPHENONES",HALOPERIDOL DEC 100 MG/ML VIAL,HALOPERIDOL DECANOATE,18,999,No
"ANTIPSYCHOTICS,DOPAMINE ANTAGONISTS,BUTYROPHENONES",HALOPERIDOL DEC 250 MG/5 ML VL,HALOPERIDOL DECANOATE,18,999,No
"ANTIPSYCHOTICS,DOPAMINE ANTAGONISTS,BUTYROPHENONES",HALOPERIDOL DEC 50 MG/ML AMPUL,HALOPERIDOL DECANOATE,18,999,No
"ANTIPSYCHOTICS,DOPAMINE ANTAGONISTS,BUTYROPHENONES",HALOPERIDOL DEC 50 MG/ML VIAL,HALOPERIDOL DECANOATE,18,999,No
"ANTIPSYCHOTICS,DOPAMINE ANTAGONISTS,BUTYROPHENONES",HALOPERIDOL DEC 500 MG/5 ML VL,HALOPERIDOL DECANOATE,18,999,No
"ANTIPSYCHOTICS,DOPAMINE ANTAGONISTS,BUTYROPHENONES",HALOPERIDOL LAC 10 MG/5 ML CUP,HALOPERIDOL LACTATE,6,999,No
"ANTIPSYCHOTICS,DOPAMINE ANTAGONISTS,BUTYROPHENONES",HALOPERIDOL LAC 2 MG/ML CONC,HALOPERIDOL LACTATE,6,999,No
"ANTIPSYCHOTICS,DOPAMINE ANTAGONISTS,BUTYROPHENONES",HALOPERIDOL LAC 5 MG/ML VIAL,HALOPERIDOL LACTATE,18,999,No
"ANTIPSYCHOTICS,DOPAMINE ANTAGONISTS,BUTYROPHENONES",HALOPERIDOL LAC 50 MG/10 ML VL,HALOPERIDOL LACTATE,18,999,No
"ANTIPSYCHOTICS,DOPAMINE ANTAGONISTS, THIOXANTHENES",THIOTHIXENE 1 MG CAPSULE,THIOTHIXENE,18,999,No
"ANTIPSYCHOTICS,DOPAMINE ANTAGONISTS, THIOXANTHENES",THIOTHIXENE 10 MG CAPSULE,THIOTHIXENE,18,999,No
"ANTIPSYCHOTICS,DOPAMINE ANTAGONISTS, THIOXANTHENES",THIOTHIXENE 2 MG CAPSULE,THIOTHIXENE,18,999,No
"ANTIPSYCHOTICS,DOPAMINE ANTAGONISTS, THIOXANTHENES",THIOTHIXENE 5 MG CAPSULE,THIOTHIXENE,18,999,No
"ANTIPSYCH,DOPAMINE ANTAG.,DIPHENYLBUTYLPIPERIDINES",PIMOZIDE 1 MG TABLET,PIMOZIDE,18,999,No
"ANTIPSYCH,DOPAMINE ANTAG.,DIPHENYLBUTYLPIPERIDINES",PIMOZIDE 2 MG TABLET,PIMOZIDE,18,999,No
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",CAPLYTA 10.5 MG CAPSULE,LUMATEPERONE TOSYLATE,18,999,Error
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",CAPLYTA 21 MG CAPSULE,LUMATEPERONE TOSYLATE,18,999,Error
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",CAPLYTA 42 MG CAPSULE,LUMATEPERONE TOSYLATE,18,999,Error
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",CLOZAPINE 100 MG TABLET,CLOZAPINE,6,999,Error
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",CLOZAPINE 200 MG TABLET,CLOZAPINE,6,999,Error
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",CLOZAPINE 25 MG TABLET,CLOZAPINE,6,999,Error
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",CLOZAPINE 50 MG TABLET,CLOZAPINE,6,999,Error
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",FANAPT 1 MG TABLET,ILOPERIDONE,18,999,Error
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",FANAPT 10 MG TABLET,ILOPERIDONE,18,999,Error
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",FANAPT 12 MG TABLET,ILOPERIDONE,18,999,Error
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",FANAPT 2 MG TABLET,ILOPERIDONE,18,999,Error
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",FANAPT 4 MG TABLET,ILOPERIDONE,18,999,Error
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",FANAPT 6 MG TABLET,ILOPERIDONE,18,999,Error
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",FANAPT 8 MG TABLET,ILOPERIDONE,18,999,Error
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST","INVEGA HAFYERA 1,092 MG/3.5 ML",PALIPERIDONE PALMITATE,18,999,Error
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST","INVEGA HAFYERA 1,560 MG/5 ML",PALIPERIDONE PALMITATE,18,999,Error
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",INVEGA SUSTENNA 117 MG/0.75 ML,PALIPERIDONE PALMITATE,18,999,Error
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",INVEGA SUSTENNA 156 MG/ML SYRG,PALIPERIDONE PALMITATE,18,999,Error
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",INVEGA SUSTENNA 234 MG/1.5 ML,PALIPERIDONE PALMITATE,18,999,Error
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",INVEGA SUSTENNA 39 MG/0.25 ML,PALIPERIDONE PALMITATE,18,999,Error
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",INVEGA SUSTENNA 78 MG/0.5 ML,PALIPERIDONE PALMITATE,18,999,Error
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",INVEGA TRINZA 273 MG/0.88 ML,PALIPERIDONE PALMITATE,18,999,Error
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",INVEGA TRINZA 410 MG/1.32 ML,PALIPERIDONE PALMITATE,18,999,Error
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",INVEGA TRINZA 546 MG/1.75 ML,PALIPERIDONE PALMITATE,18,999,Error
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",INVEGA TRINZA 819 MG/2.63 ML,PALIPERIDONE PALMITATE,18,999,Error
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",LURASIDONE HCL 120 MG TABLET,LURASIDONE HCL,10,999,No
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",LURASIDONE HCL 20 MG TABLET,LURASIDONE HCL,10,999,No
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",LURASIDONE HCL 40 MG TABLET,LURASIDONE HCL,10,999,No
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",LURASIDONE HCL 60 MG TABLET,LURASIDONE HCL,10,999,No
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",LURASIDONE HCL 80 MG TABLET,LURASIDONE HCL,10,999,No
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",OLANZAPINE 10 MG TABLET,OLANZAPINE,6,999,No
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",OLANZAPINE 15 MG TABLET,OLANZAPINE,6,999,No
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",OLANZAPINE 2.5 MG TABLET,OLANZAPINE,6,999,No
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",OLANZAPINE 20 MG TABLET,OLANZAPINE,6,999,No
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",OLANZAPINE 5 MG TABLET,OLANZAPINE,6,999,No
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",OLANZAPINE 7.5 MG TABLET,OLANZAPINE,6,999,No
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",OLANZAPINE ODT 10 MG TABLET,OLANZAPINE,6,999,No
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",OLANZAPINE ODT 15 MG TABLET,OLANZAPINE,6,999,No
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",OLANZAPINE ODT 20 MG TABLET,OLANZAPINE,6,999,No
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",OLANZAPINE ODT 5 MG TABLET,OLANZAPINE,6,999,No
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",PALIPERIDONE ER 1.5 MG TABLET,PALIPERIDONE,12,999,No
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",PALIPERIDONE ER 3 MG TABLET,PALIPERIDONE,12,999,No
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",PALIPERIDONE ER 6 MG TABLET,PALIPERIDONE,12,999,No
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",PALIPERIDONE ER 9 MG TABLET,PALIPERIDONE,12,999,No
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",PERSERIS ER 120 MG SYRINGE KIT,RISPERIDONE,18,999,Error
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",PERSERIS ER 90 MG POWDER SYRNG,RISPERIDONE,18,999,Error
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",PERSERIS ER 90 MG SYRINGE KIT,RISPERIDONE,18,999,Error
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",QUETIAPINE 150 MG TABLET,QUETIAPINE FUMARATE,6,999,No
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",QUETIAPINE ER 150 MG TABLET,QUETIAPINE FUMARATE,6,999,No
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",QUETIAPINE ER 200 MG TABLET,QUETIAPINE FUMARATE,6,999,No
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",QUETIAPINE ER 300 MG TABLET,QUETIAPINE FUMARATE,6,999,No
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",QUETIAPINE ER 400 MG TABLET,QUETIAPINE FUMARATE,6,999,No
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",QUETIAPINE ER 50 MG TABLET,QUETIAPINE FUMARATE,6,999,No
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",QUETIAPINE FUMARATE 100 MG TAB,QUETIAPINE FUMARATE,6,999,No
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",QUETIAPINE FUMARATE 200 MG TAB,QUETIAPINE FUMARATE,6,999,No
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",QUETIAPINE FUMARATE 25 MG TAB,QUETIAPINE FUMARATE,6,999,No
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",QUETIAPINE FUMARATE 300 MG TAB,QUETIAPINE FUMARATE,6,999,No
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",QUETIAPINE FUMARATE 400 MG TAB,QUETIAPINE FUMARATE,6,999,No
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",QUETIAPINE FUMARATE 50 MG TAB,QUETIAPINE FUMARATE,6,999,No
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",RISPERDAL CONSTA 12.5 MG VIAL,RISPERIDONE MICROSPHERES,18,999,Error
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",RISPERDAL CONSTA 25 MG VIAL,RISPERIDONE MICROSPHERES,18,999,Error
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",RISPERDAL CONSTA 37.5 MG VIAL,RISPERIDONE MICROSPHERES,18,999,Error
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",RISPERDAL CONSTA 50 MG VIAL,RISPERIDONE MICROSPHERES,18,999,Error
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",RISPERIDONE 0.25 MG ODT,RISPERIDONE,6,999,No
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",RISPERIDONE 0.25 MG TABLET,RISPERIDONE,6,999,No
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",RISPERIDONE 0.5 MG ODT,RISPERIDONE,6,999,No
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",RISPERIDONE 0.5 MG TABLET,RISPERIDONE,6,999,No
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",RISPERIDONE 1 MG ODT,RISPERIDONE,6,999,No
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",RISPERIDONE 1 MG TABLET,RISPERIDONE,6,999,No
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",RISPERIDONE 1 MG/ML SOLUTION,RISPERIDONE,6,999,No
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",RISPERIDONE 2 MG ODT,RISPERIDONE,6,999,No
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",RISPERIDONE 2 MG TABLET,RISPERIDONE,6,999,No
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",RISPERIDONE 3 MG ODT,RISPERIDONE,6,999,No
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",RISPERIDONE 3 MG TABLET,RISPERIDONE,6,999,No
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",RISPERIDONE 4 MG ODT,RISPERIDONE,6,999,No
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",RISPERIDONE 4 MG TABLET,RISPERIDONE,6,999,No
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",UZEDY ER 100 MG/0.28 ML SYRING,RISPERIDONE,18,999,Error
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",UZEDY ER 125 MG/0.35 ML SYRING,RISPERIDONE,18,999,Error
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",UZEDY ER 150 MG/0.42 ML SYRING,RISPERIDONE,18,999,Error
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",UZEDY ER 200 MG/0.56 ML SYRING,RISPERIDONE,18,999,Error
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",UZEDY ER 250 MG/0.7 ML SYRINGE,RISPERIDONE,18,999,Error
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",UZEDY ER 50 MG/0.14 ML SYRINGE,RISPERIDONE,18,999,Error
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",UZEDY ER 75 MG/0.21 ML SYRINGE,RISPERIDONE,18,999,Error
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",ZIPRASIDONE HCL 20 MG CAPSULE,ZIPRASIDONE HCL,6,999,No
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",ZIPRASIDONE HCL 40 MG CAPSULE,ZIPRASIDONE HCL,6,999,No
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",ZIPRASIDONE HCL 60 MG CAPSULE,ZIPRASIDONE HCL,6,999,No
"ANTIPSYCHOTIC,ATYPICAL,DOPAMINE,SEROTONIN ANTAGNST",ZIPRASIDONE HCL 80 MG CAPSULE,ZIPRASIDONE HCL,6,999,No
"ANTIPSYCHOTICS, DOPAMINE AND SEROTONIN ANTAGONISTS",LOXAPINE 10 MG CAPSULE,LOXAPINE SUCCINATE,18,999,No
"ANTIPSYCHOTICS, DOPAMINE AND SEROTONIN ANTAGONISTS",LOXAPINE 25 MG CAPSULE,LOXAPINE SUCCINATE,18,999,No
"ANTIPSYCHOTICS, DOPAMINE AND SEROTONIN ANTAGONISTS",LOXAPINE 5 MG CAPSULE,LOXAPINE SUCCINATE,18,999,No
"ANTIPSYCHOTICS, DOPAMINE AND SEROTONIN ANTAGONISTS",LOXAPINE 50 MG CAPSULE,LOXAPINE SUCCINATE,18,999,No
"ANTIPSYCHOTICS, ATYP, D2 PARTIAL AGONIST/5HT MIXED",ABILIFY ASIMTUFII 720 MG/2.4ML,ARIPIPRAZOLE,18,999,Error
"ANTIPSYCHOTICS, ATYP, D2 PARTIAL AGONIST/5HT MIXED",ABILIFY ASIMTUFII 960 MG/3.2ML,ARIPIPRAZOLE,18,999,Error
"ANTIPSYCHOTICS, ATYP, D2 PARTIAL AGONIST/5HT MIXED",ABILIFY MAINTENA ER 300 MG SYR,ARIPIPRAZOLE,18,999,Error
"ANTIPSYCHOTICS, ATYP, D2 PARTIAL AGONIST/5HT MIXED",ABILIFY MAINTENA ER 300 MG VL,ARIPIPRAZOLE,18,999,Error
"ANTIPSYCHOTICS, ATYP, D2 PARTIAL AGONIST/5HT MIXED",ABILIFY MAINTENA ER 400 MG SYR,ARIPIPRAZOLE,18,999,Error
"ANTIPSYCHOTICS, ATYP, D2 PARTIAL AGONIST/5HT MIXED",ABILIFY MAINTENA ER 400 MG VL,ARIPIPRAZOLE,18,999,Error
"ANTIPSYCHOTICS, ATYP, D2 PARTIAL AGONIST/5HT MIXED",ARIPIPRAZOLE 1 MG/ML SOLUTION,ARIPIPRAZOLE,6,999,No
"ANTIPSYCHOTICS, ATYP, D2 PARTIAL AGONIST/5HT MIXED",ARIPIPRAZOLE 10 MG TABLET,ARIPIPRAZOLE,6,999,No
"ANTIPSYCHOTICS, ATYP, D2 PARTIAL AGONIST/5HT MIXED",ARIPIPRAZOLE 15 MG TABLET,ARIPIPRAZOLE,6,999,No
"ANTIPSYCHOTICS, ATYP, D2 PARTIAL AGONIST/5HT MIXED",ARIPIPRAZOLE 2 MG TABLET,ARIPIPRAZOLE,6,999,No
"ANTIPSYCHOTICS, ATYP, D2 PARTIAL AGONIST/5HT MIXED",ARIPIPRAZOLE 20 MG TABLET,ARIPIPRAZOLE,6,999,No
"ANTIPSYCHOTICS, ATYP, D2 PARTIAL AGONIST/5HT MIXED",ARIPIPRAZOLE 30 MG TABLET,ARIPIPRAZOLE,6,999,No
"ANTIPSYCHOTICS, ATYP, D2 PARTIAL AGONIST/5HT MIXED",ARIPIPRAZOLE 5 MG TABLET,ARIPIPRAZOLE,6,999,No
"ANTIPSYCHOTICS, ATYP, D2 PARTIAL AGONIST/5HT MIXED",ARISTADA ER 1064 MG/3.9 ML SYR,ARIPIPRAZOLE LAUROXIL,18,999,Error
"ANTIPSYCHOTICS, ATYP, D2 PARTIAL AGONIST/5HT MIXED",ARISTADA ER 441 MG/1.6 ML SYRN,ARIPIPRAZOLE LAUROXIL,18,999,Error
"ANTIPSYCHOTICS, ATYP, D2 PARTIAL AGONIST/5HT MIXED",ARISTADA ER 662 MG/2.4 ML SYRN,ARIPIPRAZOLE LAUROXIL,18,999,Error
"ANTIPSYCHOTICS, ATYP, D2 PARTIAL AGONIST/5HT MIXED",ARISTADA ER 882 MG/3.2 ML SYRN,ARIPIPRAZOLE LAUROXIL,18,999,Error
"ANTIPSYCHOTICS, ATYP, D2 PARTIAL AGONIST/5HT MIXED",ARISTADA INITIO ER 675 MG/2.4,"ARIPIPRAZOLE LAUROXIL,SUBMICR.",18,999,Error
"ANTIPSYCHOTICS, ATYP, D2 PARTIAL AGONIST/5HT MIXED",REXULTI 0.25 MG TABLET,BREXPIPRAZOLE,13,999,Error
"ANTIPSYCHOTICS, ATYP, D2 PARTIAL AGONIST/5HT MIXED",REXULTI 0.5 MG TABLET,BREXPIPRAZOLE,13,999,Error
"ANTIPSYCHOTICS, ATYP, D2 PARTIAL AGONIST/5HT MIXED",REXULTI 1 MG TABLET,BREXPIPRAZOLE,13,999,Error
"ANTIPSYCHOTICS, ATYP, D2 PARTIAL AGONIST/5HT MIXED",REXULTI 2 MG TABLET,BREXPIPRAZOLE,13,999,Error
"ANTIPSYCHOTICS, ATYP, D2 PARTIAL AGONIST/5HT MIXED",REXULTI 3 MG TABLET,BREXPIPRAZOLE,13,999,Error
"ANTIPSYCHOTICS, ATYP, D2 PARTIAL AGONIST/5HT MIXED",REXULTI 4 MG TABLET,BREXPIPRAZOLE,13,999,Error
"TX FOR ATTENTION DEFICIT-HYPERACT.(ADHD), NRI-TYPE",ATOMOXETINE HCL 10 MG CAPSULE,ATOMOXETINE HCL,6,999,No
"TX FOR ATTENTION DEFICIT-HYPERACT.(ADHD), NRI-TYPE",ATOMOXETINE HCL 100 MG CAPSULE,ATOMOXETINE HCL,6,999,No
"TX FOR ATTENTION DEFICIT-HYPERACT.(ADHD), NRI-TYPE",ATOMOXETINE HCL 18 MG CAPSULE,ATOMOXETINE HCL,6,999,No
"TX FOR ATTENTION DEFICIT-HYPERACT.(ADHD), NRI-TYPE",ATOMOXETINE HCL 25 MG CAPSULE,ATOMOXETINE HCL,6,999,No
"TX FOR ATTENTION DEFICIT-HYPERACT.(ADHD), NRI-TYPE",ATOMOXETINE HCL 40 MG CAPSULE,ATOMOXETINE HCL,6,999,No
"TX FOR ATTENTION DEFICIT-HYPERACT.(ADHD), NRI-TYPE",ATOMOXETINE HCL 60 MG CAPSULE,ATOMOXETINE HCL,6,999,No
"TX FOR ATTENTION DEFICIT-HYPERACT.(ADHD), NRI-TYPE",ATOMOXETINE HCL 80 MG CAPSULE,ATOMOXETINE HCL,6,999,No
"TX FOR ATTENTION DEFICIT-HYPERACT.(ADHD), NRI-TYPE",QELBREE ER 100 MG CAPSULE,VILOXAZINE HCL,6,999,Error
"TX FOR ATTENTION DEFICIT-HYPERACT.(ADHD), NRI-TYPE",QELBREE ER 150 MG CAPSULE,VILOXAZINE HCL,6,999,Error
"TX FOR ATTENTION DEFICIT-HYPERACT.(ADHD), NRI-TYPE",QELBREE ER 200 MG CAPSULE,VILOXAZINE HCL,6,999,Error
"HYPNOTICS, MELATONIN MT1/MT2 RECEPTOR AGONISTS",RAMELTEON 8 MG TABLET,RAMELTEON,65,999,No
TX FOR ADHD - SELECTIVE ALPHA-2 RECEPTOR AGONIST,CLONIDINE HCL ER 0.1 MG TABLET,CLONIDINE HCL,6,999,No
TX FOR ADHD - SELECTIVE ALPHA-2 RECEPTOR AGONIST,GUANFACINE HCL ER 1 MG TABLET,GUANFACINE HCL,0,999,No
TX FOR ADHD - SELECTIVE ALPHA-2 RECEPTOR AGONIST,GUANFACINE HCL ER 2 MG TABLET,GUANFACINE HCL,0,999,No
TX FOR ADHD - SELECTIVE ALPHA-2 RECEPTOR AGONIST,GUANFACINE HCL ER 3 MG TABLET,GUANFACINE HCL,0,999,No
TX FOR ADHD - SELECTIVE ALPHA-2 RECEPTOR AGONIST,GUANFACINE HCL ER 4 MG TABLET,GUANFACINE HCL,0,999,No
